Sport,League,Home_Team,Away_Team,Scenario,Home_Line,Away_Line,Actual_Point_Diff,Who_Covered,Winning_Line
BASKETBALL,NBA,CHI BULLS,CHA HORNETS,n/a,-4.5,4.5,-2.0,CHA HORNETS,4.5
BASKETBALL,NBA,MIA HEAT,DEN NUGGETS,n/a,-1.0,1.0,-20.0,DEN NUGGETS,1.0
BASKETBALL,NBA,NO PELICANS,UTA JAZZ,n/a,-11.5,11.5,13.0,NO PELICANS,-11.5
BASKETBALL,NBA,DAL MAVERICKS,OKC THUNDER,n/a,8.5,-8.5,8.0,DAL MAVERICKS,8.5
BASKETBALL,NBA,SA SPURS,MEM GRIZZLIES,n/a,2.5,-2.5,-28.0,MEM GRIZZLIES,-2.5
BASKETBALL,NBA,LA LAKERS,BKN NETS,n/a,-11.0,11.0,1.0,BKN NETS,11.0
BASKETBALL,CBB,AKRON,OHIO,n/a,-2.0,2.0,12.0,AKRON,-2.0
BASKETBALL,CBB,VILLANOVA,PROVIDENCE,n/a,-8.5,8.5,2.0,PROVIDENCE,8.5
BASKETBALL,CBB,SAINT JOSEPHS,VCU,n/a,2.0,-2.0,-9.0,VCU,-2.0
BASKETBALL,CBB,GREEN BAY,ROBERT MORRIS,n/a,5.0,-5.0,-22.0,ROBERT MORRIS,-5.0
BASKETBALL,CBB,GEORGETOWN,DEPAUL,n/a,-9.5,9.5,-5.0,DEPAUL,9.5
BASKETBALL,CBB,OHIO STATE,INDIANA,n/a,-7.0,7.0,-1.0,INDIANA,7.0
BASKETBALL,CBB,MILWAUKEE,YOUNGSTOWN STATE,n/a,-4.5,4.5,15.0,MILWAUKEE,-4.5
BASKETBALL,CBB,UCLA,IOWA,n/a,-7.0,7.0,24.0,UCLA,-7.0
BASKETBALL,CBB,FRESNO STATE,AIR FORCE,n/a,-5.5,5.5,9.0,FRESNO STATE,-5.5
BASKETBALL,CBB,NEW MEXICO,BOISE STATE,n/a,-3.5,3.5,19.0,NEW MEXICO,-3.5
BASKETBALL,NBA,DET PISTONS,IND PACERS,n/a,-1.5,1.5,-11.0,IND PACERS,1.5
BASKETBALL,NBA,WAS WIZARDS,PHO SUNS,n/a,11.5,-11.5,-7.0,WAS WIZARDS,11.5
BASKETBALL,NBA,OKC THUNDER,CLE CAVALIERS,n/a,-2.0,2.0,20.0,OKC THUNDER,-2.0
BASKETBALL,NBA,SAC KINGS,HOU ROCKETS,n/a,-4.5,4.5,5.0,SAC KINGS,-4.5
BASKETBALL,NBA,POR TRAIL BLAZERS,LA CLIPPERS,n/a,7.0,-7.0,-29.0,LA CLIPPERS,-7.0
BASKETBALL,CBB,UMBC,NEW HAMPSHIRE,n/a,-13.5,13.5,-3.0,NEW HAMPSHIRE,13.5
BASKETBALL,CBB,FLORIDA GULF COAST,WEST GEORGIA,n/a,-13.5,13.5,22.0,FLORIDA GULF COAST,-13.5
BASKETBALL,CBB,BELLARMINE,LIPSCOMB,n/a,15.0,-15.0,-34.0,LIPSCOMB,-15.0
BASKETBALL,CBB,MINNESOTA,MICHIGAN,n/a,9.5,-9.5,3.0,MINNESOTA,9.5
BASKETBALL,CBB,TEMPLE,MEMPHIS,n/a,8.0,-8.0,7.0,TEMPLE,8.0
BASKETBALL,CBB,JAMES MADISON,MARSHALL,n/a,-6.5,6.5,3.0,MARSHALL,6.5
BASKETBALL,CBB,CAMPBELL,CHARLESTON,n/a,4.0,-4.0,-6.0,CHARLESTON,-4.0
BASKETBALL,CBB,RIDER,MOUNT SAINT MARYS,n/a,1.0,-1.0,6.0,RIDER,1.0
BASKETBALL,CBB,NORTH FLORIDA,CENTRAL ARKANSAS,n/a,-10.0,10.0,12.0,NORTH FLORIDA,-10.0
BASKETBALL,CBB,UNC WILMINGTON,NORTHEASTERN,n/a,-6.0,6.0,8.0,UNC WILMINGTON,-6.0
BASKETBALL,CBB,FIU,NEW MEXICO STATE,n/a,4.5,-4.5,-7.0,NEW MEXICO STATE,-4.5
BASKETBALL,CBB,QUINNIPIAC,MERRIMACK,n/a,-2.5,2.5,5.0,QUINNIPIAC,-2.5
BASKETBALL,CBB,COASTAL CAROLINA,GEORGIA SOUTHERN,n/a,-2.0,2.0,-1.0,GEORGIA SOUTHERN,2.0
BASKETBALL,CBB,DREXEL,ELON,n/a,-1.5,1.5,-11.0,ELON,1.5
BASKETBALL,CBB,OLD DOMINION,APPALACHIAN STATE,n/a,4.5,-4.5,-19.0,APPALACHIAN STATE,-4.5
BASKETBALL,CBB,JACKSONVILLE STATE,LOUISIANA TECH,n/a,3.5,-3.5,2.0,JACKSONVILLE STATE,3.5
BASKETBALL,CBB,HAMPTON,WILLIAM & MARY,n/a,3.5,-3.5,-3.0,HAMPTON,3.5
BASKETBALL,CBB,STETSON,QUEENS NC,n/a,5.5,-5.5,-35.0,QUEENS NC,-5.5
BASKETBALL,CBB,LONGWOOD,HIGH POINT,n/a,5.0,-5.0,2.0,LONGWOOD,5.0
BASKETBALL,CBB,KENNESAW STATE,SAM HOUSTON,n/a,1.0,-1.0,6.0,KENNESAW STATE,1.0
BASKETBALL,CBB,NORTH CAROLINA A&T,MONMOUTH,n/a,1.5,-1.5,-9.0,MONMOUTH,-1.5
BASKETBALL,CBB,JACKSONVILLE,NORTH ALABAMA,n/a,1.0,-1.0,4.0,JACKSONVILLE,1.0
BASKETBALL,CBB,ARKANSAS STATE,LOUISIANA,n/a,-16.5,16.5,20.0,ARKANSAS STATE,-16.5
BASKETBALL,CBB,SOUTH DAKOTA STATE,NORTH DAKOTA,n/a,-11.0,11.0,36.0,SOUTH DAKOTA STATE,-11.0
BASKETBALL,CBB,NORTH DAKOTA STATE,UMKC,n/a,-9.0,9.0,7.0,UMKC,9.0
BASKETBALL,CBB,SOUTH DAKOTA,ORAL ROBERTS,n/a,-7.5,7.5,10.0,SOUTH DAKOTA,-7.5
BASKETBALL,CBB,NORTHERN ARIZONA,SACRAMENTO STATE,n/a,-8.5,8.5,24.0,NORTHERN ARIZONA,-8.5
BASKETBALL,CBB,NORTHERN COLORADO,PORTLAND STATE,n/a,-8.5,8.5,3.0,PORTLAND STATE,8.5
BASKETBALL,CBB,UT ARLINGTON,UTAH VALLEY,n/a,1.5,-1.5,-2.0,UTAH VALLEY,-1.5
BASKETBALL,CBB,TARLETON STATE,CALIFORNIA BAPTIST,n/a,3.0,-3.0,10.0,TARLETON STATE,3.0
BASKETBALL,CBB,AUSTIN PEAY,EASTERN KENTUCKY,n/a,2.5,-2.5,7.0,AUSTIN PEAY,2.5
BASKETBALL,CBB,UT MARTIN,EASTERN ILLINOIS,n/a,-6.0,6.0,5.0,EASTERN ILLINOIS,6.0
BASKETBALL,CBB,TENNESSEE STATE,SIU EDWARDSVILLE,n/a,-2.0,2.0,-7.0,SIU EDWARDSVILLE,2.0
BASKETBALL,CBB,SOUTHERN INDIANA,LINDENWOOD,n/a,-1.0,1.0,7.0,SOUTHERN INDIANA,-1.0
BASKETBALL,CBB,TENNESSEE TECH,SE MISSOURI STATE,n/a,-2.5,2.5,-7.0,SE MISSOURI STATE,2.5
BASKETBALL,CBB,NEBRASKA,RUTGERS,n/a,-8.5,8.5,-3.0,RUTGERS,8.5
BASKETBALL,CBB,NORTHWESTERN,MARYLAND,n/a,1.5,-1.5,2.0,NORTHWESTERN,1.5
BASKETBALL,CBB,LIBERTY,UTEP,n/a,-8.0,8.0,-2.0,UTEP,8.0
BASKETBALL,CBB,GRAND CANYON,ABILENE CHRISTIAN,n/a,-14.0,14.0,30.0,GRAND CANYON,-14.0
BASKETBALL,CBB,IDAHO STATE,MONTANA STATE,n/a,-1.5,1.5,3.0,IDAHO STATE,-1.5
BASKETBALL,CBB,WEBER STATE,MONTANA,n/a,-1.5,1.5,-4.0,MONTANA,1.5
BASKETBALL,CBB,SAN DIEGO,WASHINGTON STATE,n/a,12.5,-12.5,-4.0,SAN DIEGO,12.5
BASKETBALL,CBB,PEPPERDINE,SAN FRANCISCO,n/a,6.0,-6.0,-17.0,SAN FRANCISCO,-6.0
BASKETBALL,CBB,UC IRVINE,CAL STATE FULLERTON,n/a,-19.5,19.5,20.0,UC IRVINE,-19.5
BASKETBALL,CBB,SEATTLE,UTAH TECH,n/a,-12.0,12.0,20.0,SEATTLE,-12.0
BASKETBALL,CBB,LONG BEACH STATE,UC SAN DIEGO,n/a,15.0,-15.0,-26.0,UC SAN DIEGO,-15.0
BASKETBALL,CBB,LOYOLA MARYMOUNT,SANTA CLARA,n/a,4.5,-4.5,3.0,LOYOLA MARYMOUNT,4.5
BASKETBALL,CBB,UC SANTA BARBARA,UC RIVERSIDE,n/a,-5.5,5.5,3.0,UC RIVERSIDE,5.5
BASKETBALL,CBB,CAL POLY,UC DAVIS,n/a,-4.0,4.0,-11.0,UC DAVIS,4.0
BASKETBALL,CBB,PORTLAND,PACIFIC,n/a,-2.0,2.0,3.0,PORTLAND,-2.0
BASKETBALL,CBB,OREGON STATE,GONZAGA,n/a,9.5,-9.5,8.0,OREGON STATE,9.5
BASKETBALL,CBB,HAWAII,CSUN,n/a,-3.5,3.5,-23.0,CSUN,3.5
BASKETBALL,NBA,PHI 76ERS,NY KNICKS,n/a,6.0,-6.0,-6.0,BOTH,""
BASKETBALL,NBA,TOR RAPTORS,BOS CELTICS,n/a,14.5,-14.5,13.0,TOR RAPTORS,14.5
BASKETBALL,NBA,MIL BUCKS,ORL MAGIC,n/a,-6.0,6.0,29.0,MIL BUCKS,-6.0
BASKETBALL,NBA,SA SPURS,MEM GRIZZLIES,n/a,2.5,-2.5,-14.0,MEM GRIZZLIES,-2.5
BASKETBALL,NBA,CHI BULLS,ATL HAWKS,n/a,-2.0,2.0,-16.0,ATL HAWKS,2.0
BASKETBALL,NBA,NO PELICANS,DAL MAVERICKS,n/a,2.5,-2.5,3.0,NO PELICANS,2.5
BASKETBALL,NBA,DEN NUGGETS,HOU ROCKETS,n/a,-1.0,1.0,-20.0,HOU ROCKETS,1.0
BASKETBALL,NBA,UTA JAZZ,CHA HORNETS,n/a,5.0,-5.0,-5.0,BOTH,""
BASKETBALL,NBA,MIN TIMBERWOLVES,GS WARRIORS,n/a,-6.0,6.0,-1.0,GS WARRIORS,6.0
BASKETBALL,NBA,LA LAKERS,MIA HEAT,n/a,-5.0,5.0,9.0,LA LAKERS,-5.0
BASKETBALL,NBA,LA CLIPPERS,BKN NETS,n/a,-14.0,14.0,59.0,LA CLIPPERS,-14.0
BASKETBALL,CBB,VANDERBILT,SOUTH CAROLINA,n/a,-9.5,9.5,3.0,SOUTH CAROLINA,9.5
BASKETBALL,CBB,BOSTON UNIVERSITY,LEHIGH,n/a,-4.0,4.0,5.0,BOSTON UNIVERSITY,-4.0
BASKETBALL,CBB,VMI,WESTERN CAROLINA,n/a,-2.5,2.5,16.0,VMI,-2.5
BASKETBALL,CBB,WAKE FOREST,STANFORD,n/a,-7.0,7.0,13.0,WAKE FOREST,-7.0
BASKETBALL,CBB,WINTHROP,CHARLESTON SOUTHERN,n/a,-10.5,10.5,5.0,CHARLESTON SOUTHERN,10.5
BASKETBALL,CBB,LA SALLE,DAVIDSON,n/a,2.0,-2.0,3.0,LA SALLE,2.0
BASKETBALL,CBB,UNC ASHEVILLE,USC UPSTATE,n/a,-11.5,11.5,1.0,USC UPSTATE,11.5
BASKETBALL,CBB,IOWA STATE,KANSAS,n/a,-5.5,5.5,17.0,IOWA STATE,-5.5
BASKETBALL,CBB,NORTH CAROLINA,CALIFORNIA,n/a,-14.5,14.5,26.0,NORTH CAROLINA,-14.5
BASKETBALL,CBB,DAYTON,GEORGE MASON,n/a,-8.0,8.0,-8.0,GEORGE MASON,8.0
BASKETBALL,CBB,BUTLER,SETON HALL,n/a,-7.5,7.5,5.0,SETON HALL,7.5
BASKETBALL,CBB,OAKLAND,IU INDIANAPOLIS,n/a,-8.5,8.5,13.0,OAKLAND,-8.5
BASKETBALL,CBB,VIRGINIA TECH,NC STATE,n/a,1.0,-1.0,3.0,VIRGINIA TECH,1.0
BASKETBALL,CBB,MERCER,SAMFORD,n/a,5.5,-5.5,-1.0,MERCER,5.5
BASKETBALL,CBB,GEORGE WASHINGTON,DUQUESNE,n/a,-3.5,3.5,-8.0,DUQUESNE,3.5
BASKETBALL,CBB,UNC GREENSBORO,THE CITADEL,n/a,-16.5,16.5,13.0,THE CITADEL,16.5
BASKETBALL,CBB,CLEVELAND STATE,NORTHERN KENTUCKY,n/a,-5.0,5.0,18.0,CLEVELAND STATE,-5.0
BASKETBALL,CBB,FURMAN,ETSU,n/a,-4.0,4.0,3.0,ETSU,4.0
BASKETBALL,CBB,SOUTH FLORIDA,UAB,n/a,3.0,-3.0,-9.0,UAB,-3.0
BASKETBALL,CBB,RADFORD,GARDNER-WEBB,n/a,-6.5,6.5,4.0,GARDNER-WEBB,6.5
BASKETBALL,CBB,CHATTANOOGA,WOFFORD,n/a,-3.5,3.5,2.0,WOFFORD,3.5
BASKETBALL,CBB,BUCKNELL,HOLY CROSS,n/a,-6.0,6.0,4.0,HOLY CROSS,6.0
BASKETBALL,CBB,WRIGHT STATE,PURDUE FORT WAYNE,n/a,1.0,-1.0,-7.0,PURDUE FORT WAYNE,-1.0
BASKETBALL,CBB,MISSOURI STATE,SOUTHERN ILLINOIS,n/a,-4.0,4.0,-22.0,SOUTHERN ILLINOIS,4.0
BASKETBALL,CBB,MICHIGAN STATE,PENN STATE,n/a,-11.5,11.5,5.0,PENN STATE,11.5
BASKETBALL,CBB,ULM,TROY,n/a,13.5,-13.5,-19.0,TROY,-13.5
BASKETBALL,CBB,TULANE,FLORIDA ATLANTIC,n/a,2.0,-2.0,15.0,TULANE,2.0
BASKETBALL,CBB,TENNESSEE,GEORGIA,n/a,-12.0,12.0,18.0,TENNESSEE,-12.0
BASKETBALL,CBB,HOUSTON,WEST VIRGINIA,n/a,-17.0,17.0,16.0,WEST VIRGINIA,17.0
BASKETBALL,CBB,BRADLEY,INDIANA STATE,n/a,-8.0,8.0,53.0,BRADLEY,-8.0
BASKETBALL,CBB,TEXAS STATE,GEORGIA STATE,n/a,-9.5,9.5,14.0,TEXAS STATE,-9.5
BASKETBALL,CBB,TCU,UTAH,n/a,-4.5,4.5,-8.0,UTAH,4.5
BASKETBALL,CBB,SOUTH ALABAMA,SOUTHERN MISS,n/a,-12.0,12.0,13.0,SOUTH ALABAMA,-12.0
BASKETBALL,CBB,ILLINOIS CHICAGO,MURRAY STATE,n/a,-2.5,2.5,4.0,ILLINOIS CHICAGO,-2.5
BASKETBALL,CBB,DRAKE,ILLINOIS STATE,n/a,-10.5,10.5,4.0,ILLINOIS STATE,10.5
BASKETBALL,CBB,VIRGINIA,SMU,n/a,6.0,-6.0,-2.0,VIRGINIA,6.0
BASKETBALL,CBB,FLORIDA STATE,PITTSBURGH,n/a,2.5,-2.5,12.0,FLORIDA STATE,2.5
BASKETBALL,CBB,COLORADO,CINCINNATI,n/a,3.5,-3.5,-6.0,CINCINNATI,-3.5
BASKETBALL,CBB,LOYOLA CHICAGO,RHODE ISLAND,n/a,-3.5,3.5,4.0,LOYOLA CHICAGO,-3.5
BASKETBALL,CBB,DENVER,OMAHA,n/a,4.5,-4.5,-18.0,OMAHA,-4.5
BASKETBALL,CBB,WASHINGTON,PURDUE,n/a,7.5,-7.5,-11.0,PURDUE,-7.5
BASKETBALL,CBB,OKLAHOMA,TEXAS,n/a,-2.5,2.5,-4.0,TEXAS,2.5
BASKETBALL,CBB,UNLV,UTAH STATE,n/a,5.5,-5.5,3.0,UNLV,5.5
BASKETBALL,NBA,IND PACERS,CLE CAVALIERS,n/a,"","",-10.0,UNKNOWN,""
BASKETBALL,NBA,PHI 76ERS,OKC THUNDER,n/a,"","",-16.0,UNKNOWN,""
BASKETBALL,NBA,ATL HAWKS,PHO SUNS,n/a,"","",5.0,UNKNOWN,""
BASKETBALL,NBA,MIL BUCKS,SAC KINGS,n/a,"","",15.0,UNKNOWN,""
BASKETBALL,NBA,CHI BULLS,NO PELICANS,n/a,"","",-6.0,UNKNOWN,""
BASKETBALL,NBA,DAL MAVERICKS,DEN NUGGETS,n/a,"","",-19.0,UNKNOWN,""
BASKETBALL,NBA,POR TRAIL BLAZERS,BKN NETS,n/a,"","",-18.0,UNKNOWN,""
BASKETBALL,CBB,XAVIER,VILLANOVA,n/a,-2.5,2.5,6.0,XAVIER,-2.5
BASKETBALL,CBB,KENTUCKY,TEXAS A&M,n/a,-6.5,6.5,12.0,KENTUCKY,-6.5
BASKETBALL,CBB,AUBURN,MISSISSIPPI STATE,n/a,-7.5,7.5,22.0,AUBURN,-7.5
BASKETBALL,CBB,ALABAMA,OLE MISS,n/a,-12.0,12.0,-10.0,OLE MISS,12.0
BASKETBALL,CBB,DEPAUL,MARQUETTE,n/a,13.5,-13.5,-2.0,DEPAUL,13.5
BASKETBALL,CBB,INDIANA,ILLINOIS,n/a,3.5,-3.5,-25.0,ILLINOIS,-3.5
BASKETBALL,CBB,OHIO,BALL STATE,n/a,-10.0,10.0,15.0,OHIO,-10.0
BASKETBALL,CBB,VCU,SAINT LOUIS,n/a,-10.0,10.0,16.0,VCU,-10.0
BASKETBALL,CBB,KENT STATE,WESTERN MICHIGAN,n/a,-13.0,13.0,-11.0,WESTERN MICHIGAN,13.0
BASKETBALL,CBB,AKRON,TOLEDO,n/a,-6.0,6.0,7.0,AKRON,-6.0
BASKETBALL,CBB,NORTHERN ILLINOIS,MIAMI OH,n/a,12.5,-12.5,-15.0,MIAMI OH,-12.5
BASKETBALL,CBB,EAST CAROLINA,NORTH TEXAS,n/a,3.0,-3.0,-9.0,NORTH TEXAS,-3.0
BASKETBALL,CBB,CENTRAL MICHIGAN,EASTERN MICHIGAN,n/a,-7.0,7.0,19.0,CENTRAL MICHIGAN,-7.0
BASKETBALL,CBB,WICHITA STATE,CHARLOTTE,n/a,-10.0,10.0,9.0,CHARLOTTE,10.0
BASKETBALL,CBB,BELMONT,VALPARAISO,n/a,-6.0,6.0,7.0,BELMONT,-6.0
BASKETBALL,CBB,NORTHERN IOWA,EVANSVILLE,n/a,-13.5,13.5,17.0,NORTHERN IOWA,-13.5
BASKETBALL,CBB,RICE,UTSA,n/a,-4.0,4.0,-6.0,UTSA,4.0
BASKETBALL,CBB,CREIGHTON,PROVIDENCE,n/a,-9.0,9.0,20.0,CREIGHTON,-9.0
BASKETBALL,CBB,SE MISSOURI STATE,LITTLE ROCK,n/a,-1.5,1.5,-2.0,LITTLE ROCK,1.5
BASKETBALL,CBB,FLORIDA,MISSOURI,n/a,-10.0,10.0,-1.0,MISSOURI,10.0
BASKETBALL,CBB,DUKE,MIAMI FL,n/a,-24.0,24.0,35.0,DUKE,-24.0
BASKETBALL,CBB,WISCONSIN,OHIO STATE,n/a,-7.0,7.0,2.0,OHIO STATE,7.0
BASKETBALL,CBB,GEORGIA TECH,CLEMSON,n/a,5.0,-5.0,-11.0,CLEMSON,-5.0
BASKETBALL,CBB,BOISE STATE,WYOMING,n/a,-13.5,13.5,41.0,BOISE STATE,-13.5
BASKETBALL,CBB,KANSAS STATE,TEXAS TECH,n/a,7.0,-7.0,-4.0,KANSAS STATE,7.0
BASKETBALL,CBB,BYU,OKLAHOMA STATE,n/a,-15.0,15.0,16.0,BYU,-15.0
BASKETBALL,CBB,LSU,ARKANSAS,n/a,1.5,-1.5,4.0,LSU,1.5
BASKETBALL,CBB,NEVADA,AIR FORCE,n/a,-19.0,19.0,6.0,AIR FORCE,19.0
BASKETBALL,CBB,SAN JOSE STATE,NEW MEXICO,n/a,10.0,-10.0,1.0,SAN JOSE STATE,10.0
BASKETBALL,CBB,USC,IOWA,n/a,-2.5,2.5,10.0,USC,-2.5
BASKETBALL,CBB,ARIZONA STATE,UCF,n/a,-3.0,3.0,-6.0,UCF,3.0
BASKETBALL,CBB,ARIZONA,BAYLOR,n/a,-5.0,5.0,11.0,ARIZONA,-5.0
BASKETBALL,CBB,SAN DIEGO STATE,COLORADO STATE,n/a,-6.5,6.5,15.0,SAN DIEGO STATE,-6.5
FOOTBALL,NFL,HOU TEXANS,LA CHARGERS,PLAYOFFS,3.0,-3.0,20.0,HOU TEXANS,3.0
FOOTBALL,NFL,BAL RAVENS,PIT STEELERS,PLAYOFFS,-9.5,9.5,14.0,BAL RAVENS,-9.5
FOOTBALL,NFL,BUF BILLS,DEN BRONCOS,PLAYOFFS,-8.5,8.5,24.0,BUF BILLS,-8.5
FOOTBALL,NFL,PHI EAGLES,GB PACKERS,PLAYOFFS,-5.5,5.5,12.0,PHI EAGLES,-5.5
FOOTBALL,NFL,TB BUCCANEERS,WAS COMMANDERS,PLAYOFFS,-3.0,3.0,-3.0,WAS COMMANDERS,3.0
FOOTBALL,NFL,LA RAMS,MIN VIKINGS,PLAYOFFS,2.5,-2.5,18.0,LA RAMS,2.5
BASKETBALL,NBA,WAS WIZARDS,MIN TIMBERWOLVES,n/a,13.5,-13.5,-14.0,MIN TIMBERWOLVES,-13.5
BASKETBALL,NBA,NY KNICKS,DET PISTONS,n/a,-8.0,8.0,-5.0,DET PISTONS,8.0
BASKETBALL,NBA,TOR RAPTORS,GS WARRIORS,n/a,6.0,-6.0,3.0,TOR RAPTORS,6.0
BASKETBALL,NBA,HOU ROCKETS,MEM GRIZZLIES,n/a,-2.0,2.0,2.0,BOTH,""
BASKETBALL,NBA,LA LAKERS,SA SPURS,n/a,-3.5,3.5,-24.0,SA SPURS,3.5
BASKETBALL,NBA,LA CLIPPERS,MIA HEAT,n/a,-6.0,6.0,11.0,LA CLIPPERS,-6.0
BASKETBALL,CBB,ARKANSAS-PINE BLUFF,PRAIRIE VIEW,n/a,4.5,-4.5,-11.0,PRAIRIE VIEW,-4.5
BASKETBALL,CBB,RUTGERS,UCLA,n/a,3.5,-3.5,7.0,RUTGERS,3.5
BASKETBALL,CBB,MARYLAND,MINNESOTA,n/a,-16.0,16.0,6.0,MINNESOTA,16.0
BASKETBALL,CBB,NOTRE DAME,BOSTON COLLEGE,n/a,-11.0,11.0,18.0,NOTRE DAME,-11.0
BASKETBALL,CBB,FURMAN,WOFFORD,n/a,-5.5,5.5,-19.0,WOFFORD,5.5
BASKETBALL,CBB,MISSISSIPPI VALLEY,TEXAS SOUTHERN,n/a,17.0,-17.0,-29.0,TEXAS SOUTHERN,-17.0
BASKETBALL,CBB,ALCORN,ALABAMA STATE,n/a,3.5,-3.5,2.0,ALCORN,3.5
BASKETBALL,CBB,LOYOLA MARYLAND,AMERICAN,n/a,-2.0,2.0,-19.0,AMERICAN,2.0
BASKETBALL,CBB,HOWARD,COPPIN STATE,n/a,-13.0,13.0,15.0,HOWARD,-13.0
BASKETBALL,CBB,UT RIO GRANDE VALLEY,EAST TEXAS A&M,n/a,-12.0,12.0,2.0,EAST TEXAS A&M,12.0
BASKETBALL,CBB,MORGAN STATE,NORFOLK STATE,n/a,10.0,-10.0,4.0,MORGAN STATE,10.0
BASKETBALL,CBB,SOUTH CAROLINA STATE,MD EASTERN SHORE,n/a,-14.5,14.5,14.0,MD EASTERN SHORE,14.5
BASKETBALL,CBB,SOUTHERN UNIVERSITY,BETHUNE-COOKMAN,n/a,-6.0,6.0,16.0,SOUTHERN UNIVERSITY,-6.0
BASKETBALL,CBB,NC CENTRAL,DELAWARE STATE,n/a,-6.5,6.5,3.0,DELAWARE STATE,6.5
BASKETBALL,CBB,STEPHEN F. AUSTIN,SE LOUISIANA,n/a,-5.5,5.5,-7.0,SE LOUISIANA,5.5
BASKETBALL,CBB,INCARNATE WORD,NICHOLLS STATE,n/a,-1.0,1.0,-6.0,NICHOLLS STATE,1.0
BASKETBALL,CBB,HOUSTON CHRISTIAN,MCNEESE,n/a,14.5,-14.5,-16.0,MCNEESE,-14.5
BASKETBALL,CBB,LAMAR,NEW ORLEANS,n/a,-13.5,13.5,-6.0,NEW ORLEANS,13.5
BASKETBALL,CBB,JACKSON STATE,ALABAMA A&M,n/a,-8.5,8.5,10.0,JACKSON STATE,-8.5
BASKETBALL,CBB,A&M-CORPUS CHRISTI,NORTHWESTERN STATE,n/a,-8.5,8.5,9.0,A&M-CORPUS CHRISTI,-8.5
BASKETBALL,CBB,ELON,CAMPBELL,n/a,-7.0,7.0,13.0,ELON,-7.0
BASKETBALL,CBB,GRAMBLING,FLORIDA A&M,n/a,-7.5,7.5,7.0,FLORIDA A&M,7.5
BASKETBALL,NBA,PHO SUNS,UTA JAZZ,n/a,-11.0,11.0,8.0,UTA JAZZ,11.0
BASKETBALL,NBA,DET PISTONS,TOR RAPTORS,n/a,-5.0,5.0,9.0,DET PISTONS,-5.0
BASKETBALL,NBA,MIN TIMBERWOLVES,MEM GRIZZLIES,n/a,-1.5,1.5,-2.0,MEM GRIZZLIES,1.5
BASKETBALL,NBA,POR TRAIL BLAZERS,MIA HEAT,n/a,4.5,-4.5,-21.0,MIA HEAT,-4.5
BASKETBALL,NBA,ORL MAGIC,MIL BUCKS,n/a,6.5,-6.5,-3.0,ORL MAGIC,6.5
BASKETBALL,NBA,PHI 76ERS,NO PELICANS,n/a,-5.5,5.5,-8.0,NO PELICANS,5.5
BASKETBALL,NBA,IND PACERS,GS WARRIORS,n/a,-8.0,8.0,12.0,IND PACERS,-8.0
BASKETBALL,NBA,NY KNICKS,OKC THUNDER,n/a,4.5,-4.5,-25.0,OKC THUNDER,-4.5
BASKETBALL,NBA,BOS CELTICS,SAC KINGS,n/a,-10.5,10.5,-17.0,SAC KINGS,10.5
BASKETBALL,NBA,CHI BULLS,WAS WIZARDS,n/a,-11.5,11.5,33.0,CHI BULLS,-11.5
BASKETBALL,NBA,DEN NUGGETS,BKN NETS,n/a,-15.0,15.0,19.0,DEN NUGGETS,-15.0
FOOTBALL,CFB,TEXAS,OHIO STATE,n/a,6.0,-6.0,-14.0,OHIO STATE,-6.0
BASKETBALL,CBB,WISCONSIN,MINNESOTA,n/a,-13.0,13.0,21.0,WISCONSIN,-13.0
BASKETBALL,CBB,SAINT FRANCIS PA,MERCYHURST,n/a,-3.0,3.0,14.0,SAINT FRANCIS PA,-3.0
BASKETBALL,CBB,MARYLAND,UCLA,n/a,-4.5,4.5,18.0,MARYLAND,-4.5
BASKETBALL,CBB,TOLEDO,CENTRAL MICHIGAN,n/a,-4.5,4.5,2.0,CENTRAL MICHIGAN,4.5
BASKETBALL,NBA,ORL MAGIC,MIN TIMBERWOLVES,n/a,6.0,-6.0,-15.0,MIN TIMBERWOLVES,-6.0
BASKETBALL,NBA,DET PISTONS,GS WARRIORS,n/a,-2.5,2.5,-3.0,GS WARRIORS,2.5
BASKETBALL,NBA,CLE CAVALIERS,TOR RAPTORS,n/a,-15.5,15.5,6.0,TOR RAPTORS,15.5
BASKETBALL,NBA,MEM GRIZZLIES,HOU ROCKETS,n/a,-1.0,1.0,-4.0,HOU ROCKETS,1.0
BASKETBALL,NBA,DAL MAVERICKS,POR TRAIL BLAZERS,n/a,-8.0,8.0,6.0,POR TRAIL BLAZERS,8.0
BASKETBALL,NBA,PHO SUNS,ATL HAWKS,n/a,-6.0,6.0,8.0,PHO SUNS,-6.0
BASKETBALL,NBA,UTA JAZZ,MIA HEAT,n/a,5.5,-5.5,-5.0,UTA JAZZ,5.5
FOOTBALL,CFB,PENN STATE,NOTRE DAME,n/a,1.5,-1.5,-3.0,NOTRE DAME,-1.5
BASKETBALL,CBB,LITTLE ROCK,MOREHEAD STATE,n/a,-3.5,3.5,-6.0,MOREHEAD STATE,3.5
BASKETBALL,CBB,CHATTANOOGA,UNC GREENSBORO,n/a,-3.5,3.5,-3.0,UNC GREENSBORO,3.5
BASKETBALL,CBB,RUTGERS,PURDUE,n/a,2.0,-2.0,-18.0,PURDUE,-2.0
BASKETBALL,CBB,OHIO STATE,OREGON,n/a,-3.0,3.0,-2.0,OREGON,3.0
